"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45th week, 2024",,,,,,"Data collected as of November 13, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
Gunma,80,0.94,5,0.09,13,0.25,55,1.04,147,2.77,14,0.26,417,7.87,8,0.15,22,0.42,3,0.06,3,0.06,-,-,10,0.71,-,-,-,-,16,1.78,-,-,-,-,154,1.81
Saitama,238,0.93,22,0.14,43,0.27,287,1.78,422,2.62,44,0.27,1281,7.96,182,1.13,38,0.24,31,0.19,7,0.04,1,0.02,25,0.6,-,-,1,0.08,53,4.42,-,-,-,-,391,1.53
Chiba,423,2.06,13,0.1,27,0.21,297,2.36,307,2.44,26,0.21,1197,9.5,82,0.65,24,0.19,22,0.17,4,0.03,-,-,19,0.54,-,-,-,-,17,1.89,-,-,-,-,299,1.46
Tokyo,468,1.12,52,0.2,31,0.12,371,1.41,650,2.46,54,0.2,1626,6.16,324,1.23,62,0.23,24,0.09,8,0.03,-,-,15,0.38,1,0.04,1,0.04,99,3.96,1,0.04,-,-,432,1.03
Kanagawa,509,1.41,47,0.2,27,0.12,302,1.31,460,2,46,0.2,1435,6.24,225,0.98,42,0.18,20,0.09,10,0.04,-,-,44,0.86,-,-,4,0.33,37,3.08,-,-,-,-,451,1.25
Niigata,42,0.48,18,0.33,19,0.35,99,1.8,90,1.64,24,0.44,438,7.96,12,0.22,11,0.2,14,0.25,-,-,1,0.1,5,0.5,-,-,-,-,18,1.38,-,-,-,-,205,2.36
Toyama,35,0.73,3,0.1,3,0.1,54,1.86,96,3.31,2,0.07,189,6.52,1,0.03,7,0.24,7,0.24,-,-,-,-,1,0.14,-,-,-,-,8,1.6,-,-,-,-,33,0.69
Ishikawa,44,0.92,8,0.28,3,0.1,30,1.03,110,3.79,16,0.55,152,5.24,-,-,9,0.31,3,0.1,-,-,-,-,1,0.14,-,-,-,-,14,2.8,-,-,-,-,86,1.79
Fukui,32,0.82,13,0.52,9,0.36,40,1.6,92,3.68,3,0.12,65,2.6,1,0.04,4,0.16,2,0.08,-,-,-,-,-,-,-,-,-,-,36,6,-,-,-,-,25,0.64
Yamanashi,8,0.2,1,0.04,4,0.17,12,0.5,42,1.75,1,0.04,141,5.88,3,0.13,2,0.08,6,0.25,2,0.08,-,-,19,2.11,-,-,1,0.1,18,1.8,-,-,-,-,74,1.8
Nagano,85,0.97,15,0.28,8,0.15,51,0.94,89,1.65,7,0.13,437,8.09,18,0.33,7,0.13,8,0.15,-,-,-,-,8,0.8,-,-,-,-,14,1.17,-,-,-,-,233,2.65
Gifu,79,0.91,5,0.09,5,0.09,56,1.06,114,2.15,4,0.08,109,2.06,2,0.04,14,0.26,1,0.02,2,0.04,-,-,4,0.36,-,-,1,0.2,12,2.4,-,-,-,-,121,1.39
Shizuoka,180,1.28,14,0.16,15,0.17,67,0.75,190,2.13,7,0.08,329,3.7,6,0.07,20,0.22,23,0.26,3,0.03,-,-,3,0.14,1,0.1,-,-,29,2.9,-,-,-,-,299,2.12
Aichi,185,0.95,19,0.1,15,0.08,216,1.19,397,2.18,25,0.14,486,2.67,10,0.05,16,0.09,5,0.03,3,0.02,2,0.06,6,0.17,1,0.07,-,-,55,3.67,-,-,-,-,360,1.85
Mie,52,0.72,13,0.29,8,0.18,104,2.31,132,2.93,8,0.18,47,1.04,1,0.02,15,0.33,2,0.04,-,-,-,-,2,0.18,-,-,-,-,5,0.56,-,-,-,-,71,0.99
Shiga,28,0.47,2,0.06,5,0.14,40,1.11,67,1.86,6,0.17,61,1.69,10,0.28,10,0.28,1,0.03,-,-,-,-,-,-,-,-,1,0.14,7,1,-,-,-,-,58,0.97
Kyoto,81,0.65,22,0.29,29,0.39,101,1.35,135,1.8,13,0.17,266,3.55,7,0.09,8,0.11,4,0.05,2,0.03,-,-,6,0.35,-,-,-,-,30,4.29,-,-,-,-,96,0.77
Osaka,245,0.8,135,0.69,56,0.28,243,1.23,532,2.7,33,0.17,696,3.53,19,0.1,26,0.13,12,0.06,7,0.04,-,-,7,0.13,1,0.06,2,0.11,61,3.39,-,-,-,-,245,0.8
Hyogo,173,0.87,24,0.19,17,0.13,152,1.18,420,3.26,16,0.12,411,3.19,16,0.12,30,0.23,10,0.08,1,0.01,-,-,11,0.31,-,-,1,0.07,37,2.64,-,-,-,-,202,1.02
Nara,49,0.89,23,0.68,4,0.12,42,1.24,93,2.74,6,0.18,143,4.21,3,0.09,9,0.26,2,0.06,1,0.03,-,-,4,0.4,-,-,-,-,23,3.83,-,-,-,-,80,1.45
Wakayama,20,0.42,2,0.07,2,0.07,24,0.83,61,2.1,5,0.17,184,6.34,-,-,7,0.24,-,-,1,0.03,-,-,1,0.25,-,-,-,-,14,1.27,-,-,-,-,30,0.63
Tottori,35,1.21,-,-,5,0.26,74,3.89,66,3.47,-,-,61,3.21,2,0.11,5,0.26,-,-,-,-,-,-,3,0.6,-,-,2,0.4,12,2.4,-,-,1,0.2,27,0.93
Shimane,28,0.74,1,0.04,3,0.13,34,1.48,59,2.57,6,0.26,99,4.3,-,-,9,0.39,-,-,1,0.04,-,-,-,-,-,-,1,0.13,6,0.75,-,-,-,-,44,1.16
Okayama,53,0.63,2,0.04,18,0.33,69,1.28,143,2.65,3,0.06,123,2.28,3,0.06,10,0.19,2,0.04,1,0.02,1,0.08,1,0.08,-,-,2,0.4,9,1.8,-,-,-,-,146,1.74
Hiroshima,86,0.74,19,0.26,21,0.28,107,1.45,204,2.76,6,0.08,109,1.47,1,0.01,21,0.28,4,0.05,3,0.04,-,-,11,0.58,1,0.05,2,0.1,77,3.85,-,-,-,-,147,1.26
Yamaguchi,88,1.31,3,0.07,1,0.02,110,2.56,128,2.98,6,0.14,200,4.65,1,0.02,11,0.26,10,0.23,1,0.02,-,-,5,0.56,-,-,-,-,10,1.11,-,-,-,-,35,0.52
Tokushima,10,0.27,5,0.22,1,0.04,6,0.26,102,4.43,-,-,32,1.39,1,0.04,3,0.13,4,0.17,1,0.04,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,22,0.59
Kagawa,25,0.53,7,0.25,5,0.18,33,1.18,79,2.82,2,0.07,207,7.39,1,0.04,9,0.32,4,0.14,1,0.04,-,-,2,0.4,1,0.2,-,-,10,2,-,-,-,-,50,1.06
Ehime,79,1.32,10,0.28,6,0.17,80,2.22,111,3.08,10,0.28,463,12.86,8,0.22,17,0.47,2,0.06,1,0.03,-,-,6,0.75,-,-,-,-,12,2,-,-,-,-,99,1.65
Kochi,6,0.14,6,0.24,2,0.08,40,1.6,37,1.48,4,0.16,201,8.04,2,0.08,13,0.52,4,0.16,1,0.04,-,-,-,-,-,-,-,-,15,1.88,-,-,-,-,54,1.23
Fukuoka,389,1.96,20,0.17,29,0.24,423,3.53,398,3.32,65,0.54,790,6.58,18,0.15,50,0.42,24,0.2,7,0.06,-,-,11,0.42,1,0.07,-,-,51,3.4,-,-,-,-,123,0.62
Saga,31,0.79,1,0.04,14,0.61,32,1.39,34,1.48,3,0.13,161,7,-,-,8,0.35,13,0.57,1,0.04,-,-,-,-,-,-,-,-,11,1.83,-,-,-,-,34,0.87
Nagasaki,68,0.97,-,-,8,0.18,105,2.39,48,1.09,7,0.16,140,3.18,2,0.05,6,0.14,7,0.16,-,-,-,-,3,0.38,-,-,-,-,24,2,-,-,1,0.08,49,0.7
Kumamoto,92,1.16,16,0.33,12,0.24,125,2.55,233,4.76,1,0.02,452,9.22,1,0.02,20,0.41,7,0.14,-,-,-,-,20,2.22,-,-,-,-,24,1.6,-,-,-,-,116,1.47
Oita,48,0.83,14,0.39,12,0.33,105,2.92,253,7.03,4,0.11,310,8.61,1,0.03,13,0.36,9,0.25,2,0.06,-,-,2,0.4,-,-,-,-,25,2.27,-,-,-,-,45,0.78
Miyazaki,86,1.48,-,-,11,0.31,94,2.61,193,5.36,5,0.14,522,14.5,9,0.25,10,0.28,6,0.17,-,-,-,-,6,1,-,-,-,-,17,2.43,-,-,-,-,42,0.72
Kagoshima,114,1.28,30,0.59,33,0.65,70,1.37,120,2.35,4,0.08,535,10.49,2,0.04,19,0.37,23,0.45,-,-,-,-,3,0.43,1,0.08,-,-,16,1.33,-,-,-,-,45,0.51
Okinawa,413,7.38,4,0.13,9,0.28,41,1.28,55,1.72,5,0.16,237,7.41,7,0.22,9,0.28,2,0.06,-,-,-,-,7,0.78,-,-,-,-,5,0.71,-,-,-,-,44,0.79
